x,y,name
0.11455584542503262,0.07041100632004961,bill
0.3328008577057213,0.3829443214590357,fledgling
0.6591301849309916,0.45171959344622575,duck
0.08380017341677948,0.24078042671752922,flight
0.5426890619939975,1.0,fly
0.0009819268149774112,0.4594203727000444,wing
0.878995115821642,0.33772700744027984,chicken
0.4512217002670442,0.6469043121477538,clutch
0.5989410071123132,0.2575522615376034,rail
0.16757042643164563,0.5418977562550883,goose
0.39966455372528403,0.06739731449879902,gander
0.18880862896911077,0.2719602119069742,turkey
0.044363646113267326,0.5095800210519319,bird
0.5248467666354045,0.4296290527446903,crane
0.07725182464194746,0.1651500810145663,swift
0.20802949515820107,0.8388777626530721,egg
0.2777883687429602,0.8441370651406866,avian
0.2842476634153007,0.31644514797863943,roost
0.1480504497246785,0.04740881415548072,congregation
0.5392769557225269,0.9950624430191721,swallow
0.7219504880929188,0.31605644908792774,migrate
0.7783512404601253,0.1812039403961347,crow
0.9417845986320672,0.16110605775560205,jay
0.5572978618553538,0.5536501328086936,chick
0.944972407078101,0.15200835372220972,robin
0.9487204049240192,0.15574941048954485,martin
0.5102402809301336,0.39502835655582463,cardinal
0.15808805499482073,0.40747531859218705,nest
0.4185002496717288,0.37142139871935376,dove
0.7718985434701597,0.5239131007268475,macaw
0.6445649332796074,0.20942612787299494,stint
0.6368930500376179,0.492494928937097,parrot
0.5789998423101318,0.47730141203617776,hawk
0.5786894765785665,0.5684552192640726,swan
0.08158129511114191,0.3152005705711016,flock
0.0,0.29034915558081237,birdhouse
0.49191903707544526,0.2639691214685977,birdcage
0.3363744710341757,0.36506840323078743,feather
0.21479352795526263,0.942171674792741,ornithologist
0.08756352884399206,0.39590936931467136,tail
0.7445317192959523,0.39184242010925935,snipe
0.3068425341140501,0.9246426545335604,grouse
0.22461407005964956,0.8533264170844046,eagle
0.5561239886495084,0.650464004442051,nightingale
0.2313729485999753,0.8749761071650616,ostrich
0.2274023943895132,0.824109646320936,owl
0.5925685809506057,0.5247659741153747,creeper
0.4542203825538437,0.3460320572607884,crest
0.5326658676049331,0.30989773380772734,penguin
0.30069797518822616,0.6345993928328978,budgie
0.7210615950276406,0.6723979548802215,cuckoo
0.47395772630564803,0.7032216068578923,lark
0.20971722789159294,0.4449882282540948,pigeon
0.8037260203757002,0.766088247086556,canary
0.6374018488096845,0.5540563741662166,rhea
0.6560193163309713,0.5283039600059938,finch
0.5350094298354185,0.4922228518604393,partridge
0.4001914297964286,0.45650393407006024,brood
0.29919671785346175,0.23541605406101912,fowl
0.09672901283664716,0.5403870172821357,hen
0.7731798963697529,0.6133433818474897,falcon
0.44227064621102286,0.3650584610419734,stork
0.5542713547635407,0.15701914400341588,kite
0.8944930191261026,0.7731162631421524,roadrunner
0.7000774821532982,0.5411412145985197,rooster
0.2741955537628248,0.3937058037214421,raven
0.2768323429446547,0.384166272947082,flicker
0.5423618075980711,0.5854268210202919,nutcracker
0.3277892885615659,0.631561018632087,flamingo
0.43239589792224775,0.2685059055994213,starling
0.569677171018519,0.0,wren
0.9239138555163425,0.6865730867608965,leghorn
0.5882823548123016,0.2972311909092658,vulture
0.7712599298918232,0.44930023826270254,hummingbird
0.2440018535221479,0.043359057587878454,migration
0.6323525238583648,0.544316520130424,cormorant
0.6261543957254592,0.3640324235123182,pelican
0.7197268061602553,0.6680433855012593,heron
0.3162350999320386,0.37970390036014895,sparrow
0.2999063070664462,0.1736849733478888,bittern
0.37455471195605705,0.5324152002353183,skylark
0.35565691831921953,0.4695064505552661,thrush
0.45580045560356997,0.1036734766064488,gull
0.4280171464473239,0.4844694155678959,beak
0.6379708039523168,0.4637013844579915,peacock
0.6257889226911513,0.7130312250564634,kingfisher
0.38003702135479855,0.20587683327402437,quail
0.15789568784830094,0.37951542998551513,magpie
0.9586351027931771,0.6443239710022853,ibis
0.643249347232669,0.13253283873990815,eider
0.23932757964004542,0.9321491346299421,albatross
0.27127235854627424,0.47057684591645577,gizzard
0.4578798697733207,0.47121068140664685,bunting
0.5731732881684866,0.8009393540329746,loon
0.8769586584664194,0.4624482799685387,woodpecker
0.9174783627574773,0.577971394093837,nestling
0.9237739191991131,0.5792913062051308,fledge
0.8448748712429267,0.5998457642801657,chickadee
1.0,0.5402961467695916,auk
0.4139074913533545,0.6926466405435099,bluebird
