-4.448536396026611,-7.06571102142334,bill
-1.427396535873413,-0.22249649465084076,fledgling
-2.9713785648345947,1.8082140684127808,duck
-7.105164527893066,-2.429008722305298,flight
-7.433520317077637,-1.873449683189392,fly
-4.709506988525391,2.832077980041504,wing
-2.3566019535064697,3.057241678237915,chicken
-0.36625155806541443,0.34295010566711426,clutch
-1.8533287048339844,0.2627541124820709,rail
-2.193814516067505,2.1875667572021484,goose
-0.9180954694747925,-3.276055097579956,gander
-2.3266849517822266,2.899104356765747,turkey
-6.308834075927734,0.48244813084602356,bird
-4.692928791046143,-4.360043048858643,crane
-7.13038444519043,-2.4214603900909424,swift
-4.884133815765381,1.4870576858520508,egg
0.3333107829093933,-3.534785032272339,avian
-1.1663713455200195,-0.8614479303359985,roost
-6.284728527069092,2.1140286922454834,congregation
-1.9119434356689453,1.9217805862426758,swallow
0.3449708819389343,-2.6387104988098145,migrate
-7.200422763824463,0.721167802810669,crow
-4.713980674743652,-6.15683650970459,jay
-7.31389856338501,-0.5008893609046936,chick
-4.863994598388672,-6.302196979522705,robin
-4.614053249359131,-6.590641021728516,martin
-3.5557544231414795,-5.856959342956543,cardinal
-4.854856967926025,1.4218746423721313,nest
-6.65363073348999,0.6771878004074097,dove
-1.2311571836471558,-4.678958892822266,macaw
-3.924691915512085,-2.3318135738372803,stint
-2.931912660598755,1.6079212427139282,parrot
-6.866347312927246,-0.3458210527896881,hawk
-6.418059825897217,-0.33326756954193115,swan
-5.897458076477051,2.0432069301605225,flock
0.703787624835968,-0.5871300101280212,birdhouse
-0.7367013096809387,-4.736792087554932,birdcage
-5.319559574127197,-1.2805094718933105,feather
-0.9934372305870056,-4.0318803787231445,ornithologist
-5.921990394592285,-2.3772270679473877,tail
0.3922498822212219,-0.3861125409603119,snipe
0.12086830288171768,-0.10611646622419357,grouse
-5.532753944396973,0.6393282413482666,eagle
-2.6642096042633057,0.03861258178949356,nightingale
-1.7611569166183472,-2.169990062713623,ostrich
-5.595470905303955,-0.27608299255371094,owl
-1.4523981809616089,-4.6467180252075195,creeper
-5.487002372741699,-2.233109474182129,crest
-4.039592742919922,-4.277710914611816,penguin
-0.3586581349372864,-1.515629529953003,budgie
-4.3579182624816895,-2.2449841499328613,cuckoo
-3.726407051086426,-3.9236559867858887,lark
-3.638381004333496,1.8243499994277954,pigeon
-1.649294137954712,-4.334896087646484,canary
-2.009986639022827,-5.995311260223389,rhea
-2.211825132369995,-6.128796577453613,finch
-1.6120110750198364,-5.522898197174072,partridge
-3.448660373687744,0.39506611227989197,brood
-5.5078229904174805,0.7813248038291931,fowl
-3.3858134746551514,2.446554183959961,hen
-3.4364664554595947,-4.495255470275879,falcon
-4.783574104309082,-0.2524315416812897,stork
-4.367225646972656,0.7438585162162781,kite
-1.8420366048812866,-4.163430213928223,roadrunner
-2.4929587841033936,-4.6975178718566895,rooster
-4.899259090423584,0.12258857488632202,raven
-2.614936113357544,-1.0872533321380615,flicker
-0.7126354575157166,-3.4747488498687744,nutcracker
-2.2435572147369385,-0.8895376324653625,flamingo
-0.46706289052963257,-2.4863007068634033,starling
-2.3742940425872803,-2.7752256393432617,wren
-0.4916841685771942,-3.420611619949341,leghorn
-4.197936534881592,-1.148259162902832,vulture
-1.4280575513839722,-3.7238993644714355,hummingbird
-1.4402073621749878,-3.6518378257751465,migration
-4.340569019317627,-0.586236834526062,cormorant
-3.878251075744629,-0.7332376837730408,pelican
-4.598628520965576,-0.5976440906524658,heron
-3.444436550140381,-0.884688675403595,sparrow
-0.36390379071235657,-2.2969553470611572,bittern
-1.7989577054977417,-2.966559410095215,skylark
-2.6834709644317627,-2.2596797943115234,thrush
-2.92954421043396,-2.756965160369873,gull
-5.181804656982422,-2.188187837600708,beak
-3.497251033782959,-3.077836751937866,peacock
-2.6020984649658203,-3.1609156131744385,kingfisher
-2.7121949195861816,-2.1498117446899414,quail
-0.6883245706558228,-1.204411268234253,magpie
-1.1519355773925781,-2.911019802093506,ibis
-1.6047968864440918,-2.220278739929199,eider
-2.121206760406494,-1.6800634860992432,albatross
-0.5121767520904541,-1.0330091714859009,gizzard
-2.858107328414917,-3.060940980911255,bunting
0.03769007697701454,-4.265472412109375,loon
-2.1749861240386963,-3.488068103790283,woodpecker
-2.9632444381713867,-1.1053001880645752,nestling
-2.2288126945495605,-2.7805898189544678,fledge
-2.1822867393493652,-2.374998092651367,chickadee
-1.7731685638427734,-2.7407639026641846,auk
-0.8250958323478699,-2.9846529960632324,bluebird
